order_number,product_key,customer_key,order_date,shipping_date,due_date,sales_amount,quantity,price
SO47794,124,9376,2012-04-09,2012-04-16,2012-04-21,2071,1,2071
SO47795,142,11005,2012-04-09,2012-04-16,2012-04-21,2182,1,2182
SO47796,143,10980,2012-04-09,2012-04-16,2012-04-21,2182,1,2182
SO47797,143,10987,2012-04-09,2012-04-16,2012-04-21,2182,1,2182
SO47798,124,2001,2012-04-09,2012-04-16,2012-04-21,2071,1,2071
SO47799,121,1265,2012-04-10,2012-04-17,2012-04-22,2049,1,2049
SO47800,139,3799,2012-04-10,2012-04-17,2012-04-22,2182,1,2182
SO47801,43,9556,2012-04-10,2012-04-17,2012-04-22,783,1,783
SO47802,37,9851,2012-04-10,2012-04-17,2012-04-22,783,1,783
SO47803,142,11001,2012-04-10,2012-04-17,2012-04-22,2182,1,2182
SO47804,50,11179,2012-04-10,2012-04-17,2012-04-22,2443,1,2443
SO47805,142,11199,2012-04-10,2012-04-17,2012-04-22,2182,1,2182
SO47806,37,4349,2012-04-10,2012-04-17,2012-04-22,783,1,783
SO47807,142,5576,2012-04-10,2012-04-17,2012-04-22,2182,1,2182
SO47808,38,15162,2012-04-10,2012-04-17,2012-04-22,783,1,783
SO47809,36,15188,2012-04-10,2012-04-17,2012-04-22,783,1,783
SO47810,39,15205,2012-04-10,2012-04-17,2012-04-22,783,1,783
SO47811,123,1272,2012-04-11,2012-04-18,2012-04-23,2071,1,2071
SO47812,141,5253,2012-04-11,2012-04-18,2012-04-23,2182,1,2182
SO47813,131,3099,2012-04-11,2012-04-18,2012-04-23,1000,1,1000
SO47814,121,15339,2012-04-11,2012-04-18,2012-04-23,2049,1,2049
SO47815,143,11034,2012-04-11,2012-04-18,2012-04-23,2182,1,2182
SO47816,49,11175,2012-04-11,2012-04-18,2012-04-23,2443,1,2443
SO47817,143,11201,2012-04-11,2012-04-18,2012-04-23,2182,1,2182
SO47818,47,4365,2012-04-11,2012-04-18,2012-04-23,783,1,783
SO47819,140,10969,2012-04-11,2012-04-18,2012-04-23,2182,1,2182
SO47820,123,2026,2012-04-11,2012-04-18,2012-04-23,2071,1,2071
SO47821,123,2039,2012-04-11,2012-04-18,2012-04-23,2071,1,2071
SO47822,124,2052,2012-04-11,2012-04-18,2012-04-23,2071,1,2071
SO47823,41,15161,2012-04-11,2012-04-18,2012-04-23,783,1,783
SO47824,48,5268,2012-04-12,2012-04-19,2012-04-24,2443,1,2443
SO47825,45,9561,2012-04-12,2012-04-19,2012-04-24,783,1,783
SO47826,50,11169,2012-04-12,2012-04-19,2012-04-24,2443,1,2443
SO47827,50,11176,2012-04-12,2012-04-19,2012-04-24,2443,1,2443
SO47828,48,10985,2012-04-12,2012-04-19,2012-04-24,2443,1,2443
SO47829,123,1707,2012-04-12,2012-04-19,2012-04-24,2071,1,2071
SO47830,131,8309,2012-04-13,2012-04-20,2012-04-25,1000,1,1000
SO47831,122,1282,2012-04-13,2012-04-20,2012-04-25,2049,1,2049
SO47832,49,2479,2012-04-13,2012-04-20,2012-04-25,2443,1,2443
SO47833,139,11032,2012-04-13,2012-04-20,2012-04-25,2182,1,2182
SO47834,140,11197,2012-04-13,2012-04-20,2012-04-25,2182,1,2182
SO47835,131,13905,2012-04-13,2012-04-20,2012-04-25,1000,1,1000
SO47836,125,17708,2012-04-14,2012-04-21,2012-04-26,2071,1,2071
SO47837,125,1278,2012-04-14,2012-04-21,2012-04-26,2071,1,2071
SO47838,143,2457,2012-04-14,2012-04-21,2012-04-26,2182,1,2182
SO47839,45,9839,2012-04-14,2012-04-21,2012-04-26,783,1,783
SO47840,40,9585,2012-04-14,2012-04-21,2012-04-26,783,1,783
SO47841,122,15491,2012-04-14,2012-04-21,2012-04-26,2049,1,2049
SO47842,46,4339,2012-04-14,2012-04-21,2012-04-26,783,1,783
SO47843,39,4340,2012-04-14,2012-04-21,2012-04-26,783,1,783
SO47844,143,10997,2012-04-14,2012-04-21,2012-04-26,2182,1,2182
SO47845,49,5207,2012-04-15,2012-04-22,2012-04-27,2443,1,2443
SO47846,48,3780,2012-04-15,2012-04-22,2012-04-27,2443,1,2443
SO47847,48,5279,2012-04-15,2012-04-22,2012-04-27,2443,1,2443
SO47848,120,15329,2012-04-15,2012-04-22,2012-04-27,2049,1,2049
SO47849,46,4343,2012-04-15,2012-04-22,2012-04-27,783,1,783
SO47850,45,4351,2012-04-15,2012-04-22,2012-04-27,783,1,783
SO47851,120,15332,2012-04-16,2012-04-23,2012-04-28,2049,1,2049
SO47852,124,15343,2012-04-16,2012-04-23,2012-04-28,2071,1,2071
SO47853,122,15488,2012-04-16,2012-04-23,2012-04-28,2049,1,2049
SO47854,45,4342,2012-04-16,2012-04-23,2012-04-28,783,1,783
SO47855,124,1988,2012-04-16,2012-04-23,2012-04-28,2071,1,2071
SO47856,122,1996,2012-04-16,2012-04-23,2012-04-28,2049,1,2049
SO47857,121,2025,2012-04-16,2012-04-23,2012-04-28,2049,1,2049
SO47858,132,8303,2012-04-17,2012-04-24,2012-04-29,1000,1,1000
SO47859,120,17714,2012-04-17,2012-04-24,2012-04-29,2049,1,2049
SO47860,123,15340,2012-04-17,2012-04-24,2012-04-29,2071,1,2071
SO47861,125,9471,2012-04-17,2012-04-24,2012-04-29,2071,1,2071
SO47862,142,11200,2012-04-17,2012-04-24,2012-04-29,2182,1,2182
SO47863,46,4352,2012-04-17,2012-04-24,2012-04-29,783,1,783
SO47864,139,10967,2012-04-17,2012-04-24,2012-04-29,2182,1,2182
SO47865,123,1702,2012-04-17,2012-04-24,2012-04-29,2071,1,2071
SO47866,123,1991,2012-04-17,2012-04-24,2012-04-29,2071,1,2071
SO47867,121,1992,2012-04-17,2012-04-24,2012-04-29,2049,1,2049
SO47868,124,2022,2012-04-17,2012-04-24,2012-04-29,2071,1,2071
SO47869,42,15191,2012-04-17,2012-04-24,2012-04-29,783,1,783
SO47870,131,8306,2012-04-18,2012-04-25,2012-04-30,1000,1,1000
SO47871,143,3709,2012-04-18,2012-04-25,2012-04-30,2182,1,2182
SO47872,142,3791,2012-04-18,2012-04-25,2012-04-30,2182,1,2182
SO47873,131,15322,2012-04-18,2012-04-25,2012-04-30,1000,1,1000
SO47874,139,2463,2012-04-18,2012-04-25,2012-04-30,2182,1,2182
SO47875,140,14993,2012-04-18,2012-04-25,2012-04-30,2182,1,2182
SO47876,36,9849,2012-04-18,2012-04-25,2012-04-30,783,1,783
SO47877,46,9852,2012-04-18,2012-04-25,2012-04-30,783,1,783
SO47878,120,1703,2012-04-18,2012-04-25,2012-04-30,2049,1,2049
SO47879,133,7158,2012-04-19,2012-04-26,2012-05-01,1000,1,1000
SO47880,121,17690,2012-04-19,2012-04-26,2012-05-01,2049,1,2049
SO47881,142,5554,2012-04-19,2012-04-26,2012-05-01,2182,1,2182
SO47882,140,2465,2012-04-19,2012-04-26,2012-05-01,2182,1,2182
SO47883,123,15482,2012-04-19,2012-04-26,2012-05-01,2071,1,2071
SO47884,50,11031,2012-04-19,2012-04-26,2012-05-01,2443,1,2443
SO47885,132,13902,2012-04-19,2012-04-26,2012-05-01,1000,1,1000
SO47886,120,2012,2012-04-19,2012-04-26,2012-05-01,2049,1,2049
SO47887,125,2013,2012-04-19,2012-04-26,2012-05-01,2071,1,2071
SO47888,124,2051,2012-04-19,2012-04-26,2012-05-01,2071,1,2071
SO47889,141,5542,2012-04-20,2012-04-27,2012-05-02,2182,1,2182
SO47890,50,5264,2012-04-20,2012-04-27,2012-05-02,2443,1,2443
SO47891,139,5291,2012-04-20,2012-04-27,2012-05-02,2182,1,2182
SO47892,134,15374,2012-04-20,2012-04-27,2012-05-02,1000,1,1000
SO47893,143,14990,2012-04-20,2012-04-27,2012-05-02,2182,1,2182
SO47894,120,15345,2012-04-20,2012-04-27,2012-05-02,2049,1,2049
SO47895,39,4348,2012-04-20,2012-04-27,2012-05-02,783,1,783
SO47896,134,6207,2012-04-21,2012-04-28,2012-05-03,1000,1,1000
SO47897,141,5574,2012-04-21,2012-04-28,2012-05-03,2182,1,2182
SO47898,46,8277,2012-04-21,2012-04-28,2012-05-03,783,1,783
SO47899,120,1997,2012-04-21,2012-04-28,2012-05-03,2049,1,2049
SO47900,122,2036,2012-04-21,2012-04-28,2012-05-03,2049,1,2049
SO47901,124,2076,2012-04-21,2012-04-28,2012-05-03,2071,1,2071
SO47902,121,2077,2012-04-21,2012-04-28,2012-05-03,2049,1,2049
SO47903,48,3715,2012-04-22,2012-04-29,2012-05-04,2443,1,2443
SO47904,141,5563,2012-04-22,2012-04-29,2012-05-04,2182,1,2182
SO47905,139,18337,2012-04-22,2012-04-29,2012-05-04,2182,1,2182
SO47906,36,16083,2012-04-22,2012-04-29,2012-05-04,783,1,783
SO47907,49,11000,2012-04-22,2012-04-29,2012-05-04,2443,1,2443
SO47908,122,9469,2012-04-22,2012-04-29,2012-05-04,2049,1,2049
SO47909,125,2000,2012-04-22,2012-04-29,2012-05-04,2071,1,2071
SO47910,123,2050,2012-04-22,2012-04-29,2012-05-04,2071,1,2071
SO47911,120,2078,2012-04-22,2012-04-29,2012-05-04,2049,1,2049
SO47912,121,17725,2012-04-23,2012-04-30,2012-05-05,2049,1,2049
SO47913,48,18160,2012-04-23,2012-04-30,2012-05-05,2443,1,2443
SO47914,40,9557,2012-04-23,2012-04-30,2012-05-05,783,1,783
SO47915,121,15352,2012-04-23,2012-04-30,2012-05-05,2049,1,2049
SO47916,131,13904,2012-04-23,2012-04-30,2012-05-05,1000,1,1000
SO47917,120,2002,2012-04-23,2012-04-30,2012-05-05,2049,1,2049
SO47918,122,2007,2012-04-23,2012-04-30,2012-05-05,2049,1,2049
SO47919,130,6217,2012-04-24,2012-05-01,2012-05-06,1000,1,1000
SO47920,120,1283,2012-04-24,2012-05-01,2012-05-06,2049,1,2049
SO47921,142,3797,2012-04-24,2012-05-01,2012-05-06,2182,1,2182
SO47922,142,2469,2012-04-24,2012-05-01,2012-05-06,2182,1,2182
SO47923,120,15487,2012-04-24,2012-05-01,2012-05-06,2049,1,2049
SO47924,141,11172,2012-04-24,2012-05-01,2012-05-06,2182,1,2182
SO47925,132,13901,2012-04-24,2012-05-01,2012-05-06,1000,1,1000
SO47926,121,2080,2012-04-24,2012-05-01,2012-05-06,2049,1,2049
SO47927,44,15189,2012-04-24,2012-05-01,2012-05-06,783,1,783
SO47928,141,18155,2012-04-25,2012-05-02,2012-05-07,2182,1,2182
SO47929,48,18282,2012-04-25,2012-05-02,2012-05-07,2443,1,2443
SO47930,141,10983,2012-04-25,2012-05-02,2012-05-07,2182,1,2182
SO47931,50,5532,2012-04-26,2012-05-03,2012-05-08,2443,1,2443
SO47932,139,5562,2012-04-26,2012-05-03,2012-05-08,2182,1,2182
SO47933,139,5271,2012-04-26,2012-05-03,2012-05-08,2182,1,2182
SO47934,132,3107,2012-04-26,2012-05-03,2012-05-08,1000,1,1000
SO47935,140,11195,2012-04-26,2012-05-03,2012-05-08,2182,1,2182
SO47936,47,15193,2012-04-26,2012-05-03,2012-05-08,783,1,783
SO47937,45,9550,2012-04-27,2012-05-04,2012-05-09,783,1,783
SO47938,143,10970,2012-04-27,2012-05-04,2012-05-09,2182,1,2182
SO47939,143,10988,2012-04-27,2012-05-04,2012-05-09,2182,1,2182
SO47940,124,1995,2012-04-27,2012-05-04,2012-05-09,2071,1,2071
SO47941,125,2011,2012-04-27,2012-05-04,2012-05-09,2071,1,2071
SO47942,41,15168,2012-04-27,2012-05-04,2012-05-09,783,1,783
SO47943,132,6197,2012-04-28,2012-05-05,2012-05-10,1000,1,1000
SO47944,122,17691,2012-04-28,2012-05-05,2012-05-10,2049,1,2049
SO47945,50,3792,2012-04-28,2012-05-05,2012-05-10,2443,1,2443
SO47946,49,3803,2012-04-28,2012-05-05,2012-05-10,2443,1,2443
SO47947,133,3110,2012-04-28,2012-05-05,2012-05-10,1000,1,1000
SO47948,49,2451,2012-04-28,2012-05-05,2012-05-10,2443,1,2443
SO47949,141,2478,2012-04-28,2012-05-05,2012-05-10,2182,1,2182
SO47950,125,15485,2012-04-28,2012-05-05,2012-05-10,2071,1,2071
SO47951,125,1701,2012-04-28,2012-05-05,2012-05-10,2071,1,2071
SO47952,49,11194,2012-04-28,2012-05-05,2012-05-10,2443,1,2443
SO47953,49,10975,2012-04-28,2012-05-05,2012-05-10,2443,1,2443
SO47954,46,15192,2012-04-28,2012-05-05,2012-05-10,783,1,783
SO47955,141,5555,2012-04-29,2012-05-06,2012-05-11,2182,1,2182
SO47956,49,5272,2012-04-29,2012-05-06,2012-05-11,2443,1,2443
SO47957,134,3096,2012-04-29,2012-05-06,2012-05-11,1000,1,1000
SO47958,43,4350,2012-04-29,2012-05-06,2012-05-11,783,1,783
SO47959,42,15190,2012-04-29,2012-05-06,2012-05-11,783,1,783
SO48093,141,5589,2012-04-30,2012-05-07,2012-05-12,2182,1,2182
SO48094,50,2658,2012-04-30,2012-05-07,2012-05-12,2443,1,2443
SO48095,39,9591,2012-04-30,2012-05-07,2012-05-12,783,1,783
SO48096,43,4399,2012-04-30,2012-05-07,2012-05-12,783,1,783
SO48097,49,11413,2012-04-30,2012-05-07,2012-05-12,2443,1,2443
SO48098,141,11401,2012-04-30,2012-05-07,2012-05-12,2182,1,2182
SO48099,121,1129,2012-05-01,2012-05-08,2012-05-13,2049,1,2049
SO48100,125,15547,2012-05-01,2012-05-08,2012-05-13,2071,1,2071
SO48101,49,11576,2012-05-01,2012-05-08,2012-05-13,2443,1,2443
SO48102,142,11577,2012-05-01,2012-05-08,2012-05-13,2182,1,2182
SO48103,141,5390,2012-05-02,2012-05-09,2012-05-14,2182,1,2182
SO48104,46,9860,2012-05-02,2012-05-09,2012-05-14,783,1,783
SO48105,125,15514,2012-05-02,2012-05-09,2012-05-14,2071,1,2071
SO48106,121,9547,2012-05-02,2012-05-09,2012-05-14,2049,1,2049
SO48107,50,11581,2012-05-02,2012-05-09,2012-05-14,2443,1,2443
SO48108,134,13906,2012-05-02,2012-05-09,2012-05-14,1000,1,1000
SO48109,49,2490,2012-05-03,2012-05-10,2012-05-15,2443,1,2443
SO48110,143,5308,2012-05-04,2012-05-11,2012-05-16,2182,1,2182
SO48111,131,3113,2012-05-04,2012-05-11,2012-05-16,1000,1,1000
SO48112,143,2713,2012-05-04,2012-05-11,2012-05-16,2182,1,2182
SO48113,40,9717,2012-05-04,2012-05-11,2012-05-16,783,1,783
SO48114,45,15440,2012-05-04,2012-05-11,2012-05-16,783,1,783
SO48115,45,15443,2012-05-04,2012-05-11,2012-05-16,783,1,783
SO48116,130,8313,2012-05-05,2012-05-12,2012-05-17,1000,1,1000
SO48117,141,3931,2012-05-05,2012-05-12,2012-05-17,2182,1,2182
SO48118,141,5310,2012-05-05,2012-05-12,2012-05-17,2182,1,2182
SO48119,143,3852,2012-05-05,2012-05-12,2012-05-17,2182,1,2182
SO48120,47,4389,2012-05-05,2012-05-12,2012-05-17,783,1,783
SO48121,49,11411,2012-05-05,2012-05-12,2012-05-17,2443,1,2443
SO48122,49,11208,2012-05-05,2012-05-12,2012-05-17,2443,1,2443
SO48123,121,2081,2012-05-05,2012-05-12,2012-05-17,2049,1,2049
SO48124,42,15437,2012-05-05,2012-05-12,2012-05-17,783,1,783
SO48125,134,3240,2012-05-06,2012-05-13,2012-05-18,1000,1,1000
SO48126,133,3116,2012-05-06,2012-05-13,2012-05-18,1000,1,1000
SO48127,38,9599,2012-05-06,2012-05-13,2012-05-18,783,1,783
SO48128,123,15535,2012-05-06,2012-05-13,2012-05-18,2071,1,2071
SO48129,141,11583,2012-05-06,2012-05-13,2012-05-18,2182,1,2182
SO48130,48,5830,2012-05-07,2012-05-14,2012-05-19,2443,1,2443
SO48131,121,9484,2012-05-07,2012-05-14,2012-05-19,2049,1,2049
SO48132,123,15522,2012-05-07,2012-05-14,2012-05-19,2071,1,2071
SO48133,141,11572,2012-05-07,2012-05-14,2012-05-19,2182,1,2182
SO48134,143,11203,2012-05-07,2012-05-14,2012-05-19,2182,1,2182
SO48135,131,13911,2012-05-07,2012-05-14,2012-05-19,1000,1,1000
SO48136,124,2083,2012-05-07,2012-05-14,2012-05-19,2071,1,2071
SO48137,123,1131,2012-05-08,2012-05-15,2012-05-20,2071,1,2071
SO48138,139,3819,2012-05-08,2012-05-15,2012-05-20,2182,1,2182
SO48139,50,11858,2012-05-08,2012-05-15,2012-05-20,2443,1,2443
SO48140,44,4375,2012-05-08,2012-05-15,2012-05-20,783,1,783
SO48141,124,1300,2012-05-09,2012-05-16,2012-05-21,2071,1,2071
SO48142,122,1214,2012-05-09,2012-05-16,2012-05-21,2049,1,2049
SO48143,42,9721,2012-05-09,2012-05-16,2012-05-21,783,1,783
SO48144,50,5824,2012-05-09,2012-05-16,2012-05-21,2443,1,2443
SO48145,122,15492,2012-05-09,2012-05-16,2012-05-21,2049,1,2049
SO48146,143,11579,2012-05-09,2012-05-16,2012-05-21,2182,1,2182
SO48147,141,11846,2012-05-09,2012-05-16,2012-05-21,2182,1,2182
SO48148,122,615,2012-05-10,2012-05-17,2012-05-22,2049,1,2049
SO48149,143,5299,2012-05-10,2012-05-17,2012-05-22,2182,1,2182
SO48150,49,5823,2012-05-10,2012-05-17,2012-05-22,2443,1,2443
SO48151,39,8281,2012-05-10,2012-05-17,2012-05-22,783,1,783
SO48152,123,15537,2012-05-10,2012-05-17,2012-05-22,2071,1,2071
SO48153,122,15576,2012-05-10,2012-05-17,2012-05-22,2049,1,2049
SO48154,141,11403,2012-05-10,2012-05-17,2012-05-22,2182,1,2182
SO48155,143,11409,2012-05-10,2012-05-17,2012-05-22,2182,1,2182
SO48156,141,11582,2012-05-10,2012-05-17,2012-05-22,2182,1,2182
SO48157,143,11852,2012-05-10,2012-05-17,2012-05-22,2182,1,2182
SO48158,43,15434,2012-05-10,2012-05-17,2012-05-22,783,1,783
SO48159,134,8323,2012-05-11,2012-05-18,2012-05-23,1000,1,1000
SO48160,143,3849,2012-05-11,2012-05-18,2012-05-23,2182,1,2182
SO48161,143,5939,2012-05-11,2012-05-18,2012-05-23,2182,1,2182
SO48162,49,2715,2012-05-11,2012-05-18,2012-05-23,2443,1,2443
SO48163,140,11855,2012-05-11,2012-05-18,2012-05-23,2182,1,2182
SO48164,43,15439,2012-05-11,2012-05-18,2012-05-23,783,1,783
SO48165,139,5328,2012-05-12,2012-05-19,2012-05-24,2182,1,2182
SO48166,48,2485,2012-05-12,2012-05-19,2012-05-24,2443,1,2443
SO48167,122,15540,2012-05-12,2012-05-19,2012-05-24,2049,1,2049
SO48168,139,11905,2012-05-12,2012-05-19,2012-05-24,2182,1,2182
SO48169,141,2654,2012-05-13,2012-05-20,2012-05-25,2182,1,2182
SO48170,124,614,2012-05-13,2012-05-20,2012-05-25,2071,1,2071
SO48171,50,5314,2012-05-13,2012-05-20,2012-05-25,2443,1,2443
SO48172,49,2659,2012-05-13,2012-05-20,2012-05-25,2443,1,2443
SO48173,140,2705,2012-05-13,2012-05-20,2012-05-25,2182,1,2182
SO48174,50,5828,2012-05-14,2012-05-21,2012-05-26,2443,1,2443
SO48175,124,15546,2012-05-14,2012-05-21,2012-05-26,2071,1,2071
SO48176,41,4380,2012-05-14,2012-05-21,2012-05-26,783,1,783
SO48177,132,6634,2012-05-15,2012-05-22,2012-05-27,1000,1,1000
SO48178,123,1126,2012-05-15,2012-05-22,2012-05-27,2071,1,2071
SO48179,49,5829,2012-05-15,2012-05-22,2012-05-27,2443,1,2443
SO48180,142,5317,2012-05-15,2012-05-22,2012-05-27,2182,1,2182
SO48181,50,2706,2012-05-15,2012-05-22,2012-05-27,2443,1,2443
SO48182,121,15601,2012-05-15,2012-05-22,2012-05-27,2049,1,2049
SO48183,139,11584,2012-05-15,2012-05-22,2012-05-27,2182,1,2182
SO48184,130,13909,2012-05-15,2012-05-22,2012-05-27,1000,1,1000
SO48185,121,1287,2012-05-16,2012-05-23,2012-05-28,2049,1,2049
SO48186,142,5298,2012-05-16,2012-05-23,2012-05-28,2182,1,2182
SO48187,40,9863,2012-05-16,2012-05-23,2012-05-28,783,1,783
SO48188,141,11580,2012-05-16,2012-05-23,2012-05-28,2182,1,2182
SO48189,47,4372,2012-05-16,2012-05-23,2012-05-28,783,1,783
SO48190,46,15444,2012-05-16,2012-05-23,2012-05-28,783,1,783
SO48191,44,8293,2012-05-17,2012-05-24,2012-05-29,783,1,783
SO48192,141,2703,2012-05-17,2012-05-24,2012-05-29,2182,1,2182
SO48193,123,15500,2012-05-17,2012-05-24,2012-05-29,2071,1,2071
SO48194,49,11402,2012-05-17,2012-05-24,2012-05-29,2443,1,2443
SO48195,143,11400,2012-05-17,2012-05-24,2012-05-29,2182,1,2182
SO48196,42,15441,2012-05-17,2012-05-24,2012-05-29,783,1,783
SO48197,46,15423,2012-05-17,2012-05-24,2012-05-29,783,1,783
SO48198,134,7165,2012-05-18,2012-05-25,2012-05-30,1000,1,1000
SO48199,139,5596,2012-05-18,2012-05-25,2012-05-30,2182,1,2182
SO48200,120,15538,2012-05-18,2012-05-25,2012-05-30,2049,1,2049
SO48201,125,15602,2012-05-18,2012-05-25,2012-05-30,2071,1,2071
SO48202,125,1226,2012-05-19,2012-05-26,2012-05-31,2071,1,2071
SO48203,121,1227,2012-05-19,2012-05-26,2012-05-31,2049,1,2049
SO48204,40,15446,2012-05-19,2012-05-26,2012-05-31,783,1,783
SO48205,122,15510,2012-05-19,2012-05-26,2012-05-31,2049,1,2049
SO48206,123,15539,2012-05-19,2012-05-26,2012-05-31,2071,1,2071
SO48207,139,11408,2012-05-19,2012-05-26,2012-05-31,2182,1,2182
SO48208,50,11202,2012-05-19,2012-05-26,2012-05-31,2443,1,2443
SO48209,45,4370,2012-05-19,2012-05-26,2012-05-31,783,1,783
SO48210,124,2090,2012-05-19,2012-05-26,2012-05-31,2071,1,2071
SO48211,132,6635,2012-05-20,2012-05-27,2012-06-01,1000,1,1000
SO48212,122,1290,2012-05-20,2012-05-27,2012-06-01,2049,1,2049
SO48213,120,1293,2012-05-20,2012-05-27,2012-06-01,2049,1,2049
SO48214,48,5410,2012-05-20,2012-05-27,2012-06-01,2443,1,2443
SO48215,133,15483,2012-05-20,2012-05-27,2012-06-01,1000,1,1000
SO48216,47,9720,2012-05-20,2012-05-27,2012-06-01,783,1,783
SO48217,47,4381,2012-05-20,2012-05-27,2012-06-01,783,1,783
SO48218,48,5595,2012-05-21,2012-05-28,2012-06-02,2443,1,2443
SO48219,124,15512,2012-05-21,2012-05-28,2012-06-02,2071,1,2071
SO48220,140,11410,2012-05-21,2012-05-28,2012-06-02,2182,1,2182
SO48221,41,4366,2012-05-21,2012-05-28,2012-06-02,783,1,783
SO48222,130,3117,2012-05-22,2012-05-29,2012-06-03,1000,1,1000
SO48223,131,3121,2012-05-22,2012-05-29,2012-06-03,1000,1,1000
SO48224,124,15582,2012-05-22,2012-05-29,2012-06-03,2071,1,2071
SO48225,143,11574,2012-05-22,2012-05-29,2012-06-03,2182,1,2182
SO48226,42,15445,2012-05-22,2012-05-29,2012-06-03,783,1,783
SO48227,48,3814,2012-05-23,2012-05-30,2012-06-04,2443,1,2443
SO48228,48,5599,2012-05-23,2012-05-30,2012-06-04,2443,1,2443
SO48229,124,15511,2012-05-23,2012-05-30,2012-06-04,2071,1,2071
SO48230,121,15531,2012-05-23,2012-05-30,2012-06-04,2049,1,2049
SO48231,122,15580,2012-05-23,2012-05-30,2012-06-04,2049,1,2049
SO48232,44,4397,2012-05-23,2012-05-30,2012-06-04,783,1,783
SO48233,143,11851,2012-05-23,2012-05-30,2012-06-04,2182,1,2182
SO48234,139,11204,2012-05-23,2012-05-30,2012-06-04,2182,1,2182
SO48235,45,4368,2012-05-23,2012-05-30,2012-06-04,783,1,783
SO48236,36,15424,2012-05-23,2012-05-30,2012-06-04,783,1,783
SO48237,142,3926,2012-05-24,2012-05-31,2012-06-05,2182,1,2182
SO48238,48,5832,2012-05-24,2012-05-31,2012-06-05,2443,1,2443
SO48239,139,2701,2012-05-24,2012-05-31,2012-06-05,2182,1,2182
SO48240,46,9857,2012-05-24,2012-05-31,2012-06-05,783,1,783
SO48241,121,15521,2012-05-24,2012-05-31,2012-06-05,2049,1,2049
SO48242,125,15533,2012-05-24,2012-05-31,2012-06-05,2071,1,2071
SO48243,143,11412,2012-05-24,2012-05-31,2012-06-05,2182,1,2182
SO48244,143,11861,2012-05-24,2012-05-31,2012-06-05,2182,1,2182
SO48245,124,1130,2012-05-25,2012-06-01,2012-06-06,2071,1,2071
SO48246,124,1219,2012-05-25,2012-06-01,2012-06-06,2071,1,2071
SO48247,139,5391,2012-05-25,2012-06-01,2012-06-06,2182,1,2182
SO48248,43,9853,2012-05-25,2012-06-01,2012-06-06,783,1,783
SO48249,41,4395,2012-05-25,2012-06-01,2012-06-06,783,1,783
SO48250,50,11573,2012-05-25,2012-06-01,2012-06-06,2443,1,2443
SO48251,134,6642,2012-05-26,2012-06-02,2012-06-07,1000,1,1000
SO48252,45,9865,2012-05-26,2012-06-02,2012-06-07,783,1,783
SO48253,49,3927,2012-05-26,2012-06-02,2012-06-07,2443,1,2443
SO48254,131,3118,2012-05-26,2012-06-02,2012-06-07,1000,1,1000
SO48255,132,15497,2012-05-26,2012-06-02,2012-06-07,1000,1,1000
SO48256,132,3241,2012-05-26,2012-06-02,2012-06-07,1000,1,1000
SO48257,45,8283,2012-05-26,2012-06-02,2012-06-07,783,1,783
SO48258,47,8288,2012-05-26,2012-06-02,2012-06-07,783,1,783
SO48259,42,16086,2012-05-26,2012-06-02,2012-06-07,783,1,783
SO48260,46,16100,2012-05-26,2012-06-02,2012-06-07,783,1,783
SO48261,43,16102,2012-05-26,2012-06-02,2012-06-07,783,1,783
SO48262,132,13910,2012-05-26,2012-06-02,2012-06-07,1000,1,1000
SO48263,43,15436,2012-05-26,2012-06-02,2012-06-07,783,1,783
SO48264,43,15438,2012-05-26,2012-06-02,2012-06-07,783,1,783
SO48265,49,5946,2012-05-27,2012-06-03,2012-06-08,2443,1,2443
SO48266,50,2714,2012-05-27,2012-06-03,2012-06-08,2443,1,2443
SO48267,42,16103,2012-05-27,2012-06-03,2012-06-08,783,1,783
SO48268,50,11407,2012-05-27,2012-06-03,2012-06-08,2443,1,2443
SO48269,47,9864,2012-05-27,2012-06-03,2012-06-08,783,1,783
SO48270,121,2082,2012-05-27,2012-06-03,2012-06-08,2049,1,2049
SO48271,125,17728,2012-05-28,2012-06-04,2012-06-09,2071,1,2071
SO48272,143,3932,2012-05-28,2012-06-04,2012-06-09,2182,1,2182
SO48273,49,5590,2012-05-28,2012-06-04,2012-06-09,2443,1,2443
SO48274,50,11405,2012-05-28,2012-06-04,2012-06-09,2443,1,2443
SO48275,133,13908,2012-05-28,2012-06-04,2012-06-09,1000,1,1000
SO48276,47,15430,2012-05-28,2012-06-04,2012-06-09,783,1,783
SO48277,121,1288,2012-05-29,2012-06-05,2012-06-10,2049,1,2049
SO48278,48,5306,2012-05-29,2012-06-05,2012-06-10,2443,1,2443
SO48279,130,3122,2012-05-29,2012-06-05,2012-06-10,1000,1,1000
SO48280,141,2488,2012-05-29,2012-06-05,2012-06-10,2182,1,2182
SO48281,143,2493,2012-05-29,2012-06-05,2012-06-10,2182,1,2182
SO48282,122,15541,2012-05-29,2012-06-05,2012-06-10,2049,1,2049
SO48283,46,4390,2012-05-29,2012-06-05,2012-06-10,783,1,783
SO48284,141,11578,2012-05-29,2012-06-05,2012-06-10,2182,1,2182
SO48285,46,4373,2012-05-29,2012-06-05,2012-06-10,783,1,783
SO48400,42,9831,2012-05-30,2012-06-06,2012-06-11,783,1,783
SO48401,140,5452,2012-05-30,2012-06-06,2012-06-11,2182,1,2182
SO48402,142,6628,2012-05-30,2012-06-06,2012-06-11,2182,1,2182
